Proportional Fair, 0.315643, 0.025
Proportional Fair, 0.509333, 0.05
Proportional Fair, 0.652325, 0.075
Proportional Fair, 0.679111, 0.1
Proportional Fair, 0.722327, 0.125
Proportional Fair, 0.776127, 0.15
Proportional Fair, 0.784283, 0.175
Proportional Fair, 0.847749, 0.2
Proportional Fair, 1.01867, 0.225
Proportional Fair, 1.12405, 0.25
Proportional Fair, 1.18386, 0.275
Proportional Fair, 1.24129, 0.3
Proportional Fair, 1.25912, 0.325
Proportional Fair, 1.27555, 0.35
Proportional Fair, 1.27555, 0.375
Proportional Fair, 1.27673, 0.4
Proportional Fair, 1.27833, 0.425
Proportional Fair, 1.27833, 0.45
Proportional Fair, 1.27957, 0.475
Proportional Fair, 1.28112, 0.5
Proportional Fair, 281305, 0.525
Proportional Fair, 460825, 0.55
Proportional Fair, 574121, 0.575
Proportional Fair, 611200, 0.6
Proportional Fair, 656159, 0.625
Proportional Fair, 694264, 0.65
Proportional Fair, 716250, 0.675
Proportional Fair, 756375, 0.7
Proportional Fair, 929310, 0.725
Proportional Fair, 998375, 0.75
Proportional Fair, 1.05669e+06, 0.775
Proportional Fair, 1.146e+06, 0.8
Proportional Fair, 1.15275e+06, 0.825
Proportional Fair, 1.1573e+06, 0.85
Proportional Fair, 1.17909e+06, 0.875
Proportional Fair, 1.18141e+06, 0.9
Proportional Fair, 1.18141e+06, 0.925
Proportional Fair, 1.18375e+06, 0.95
Proportional Fair, 1.18609e+06, 0.975
Proportional Fair, 1.18609e+06, 1
Proportional Fair, 0.54013, 0.025
Proportional Fair, 0.672881, 0.05
Proportional Fair, 0.700053, 0.075
Proportional Fair, 0.711016, 0.1
Proportional Fair, 0.722327, 0.125
Proportional Fair, 0.73344, 0.15
Proportional Fair, 0.802027, 0.175
Proportional Fair, 0.884995, 0.2
Proportional Fair, 1.21956, 0.225
Proportional Fair, 1.24897, 0.25
Proportional Fair, 1.25717, 0.275
Proportional Fair, 1.25912, 0.3
Proportional Fair, 1.26183, 0.325
Proportional Fair, 1.2627, 0.35
Proportional Fair, 1.26455, 0.375
Proportional Fair, 1.27108, 0.4
Proportional Fair, 1.27278, 0.425
Proportional Fair, 1.27555, 0.45
Proportional Fair, 1.27833, 0.475
Proportional Fair, 1.28112, 0.5
Proportional Fair, 487012, 0.525
Proportional Fair, 606349, 0.55
Proportional Fair, 636922, 0.575
Proportional Fair, 654857, 0.6
Proportional Fair, 656159, 0.625
Proportional Fair, 660096, 0.65
Proportional Fair, 716250, 0.675
Proportional Fair, 786339, 0.7
Proportional Fair, 1.05669e+06, 0.725
Proportional Fair, 1.15502e+06, 0.75
Proportional Fair, 1.1573e+06, 0.775
Proportional Fair, 1.16189e+06, 0.8
Proportional Fair, 1.16419e+06, 0.825
Proportional Fair, 1.17909e+06, 0.85
Proportional Fair, 1.17909e+06, 0.875
Proportional Fair, 1.18141e+06, 0.9
Proportional Fair, 1.18141e+06, 0.925
Proportional Fair, 1.18375e+06, 0.95
Proportional Fair, 1.18609e+06, 0.975
Proportional Fair, 1.18609e+06, 1
Proportional Fair, 0.692971, 0.025
Proportional Fair, 0.904401, 0.05
Proportional Fair, 0.970159, 0.075
Proportional Fair, 1.06177, 0.1
Proportional Fair, 1.1821, 0.125
Proportional Fair, 1.24626, 0.15
Proportional Fair, 1.24897, 0.175
Proportional Fair, 1.25643, 0.2
Proportional Fair, 1.25912, 0.225
Proportional Fair, 1.25912, 0.25
Proportional Fair, 1.26183, 0.275
Proportional Fair, 1.27003, 0.3
Proportional Fair, 1.27003, 0.325
Proportional Fair, 1.27108, 0.35
Proportional Fair, 1.27555, 0.375
Proportional Fair, 1.27555, 0.4
Proportional Fair, 1.27673, 0.425
Proportional Fair, 1.27833, 0.45
Proportional Fair, 1.2838, 0.475
Proportional Fair, 1.2969, 0.5
Proportional Fair, 621965, 0.525
Proportional Fair, 765495, 0.55
Proportional Fair, 874879, 0.575
Proportional Fair, 955000, 0.6
Proportional Fair, 1.07438e+06, 0.625
Proportional Fair, 1.146e+06, 0.65
Proportional Fair, 1.15275e+06, 0.675
Proportional Fair, 1.15502e+06, 0.7
Proportional Fair, 1.15959e+06, 0.725
Proportional Fair, 1.16189e+06, 0.75
Proportional Fair, 1.16419e+06, 0.775
Proportional Fair, 1.17446e+06, 0.8
Proportional Fair, 1.17677e+06, 0.825
Proportional Fair, 1.17909e+06, 0.85
Proportional Fair, 1.17909e+06, 0.875
Proportional Fair, 1.18375e+06, 0.9
Proportional Fair, 1.18375e+06, 0.925
Proportional Fair, 1.18609e+06, 0.95
Proportional Fair, 1.18609e+06, 0.975
Proportional Fair, 1.18609e+06, 1
Proportional Fair, 0.432453, 0.025
Proportional Fair, 0.434631, 0.05
Proportional Fair, 0.512895, 0.075
Proportional Fair, 0.711016, 0.1
Proportional Fair, 0.764, 0.125
Proportional Fair, 0.767426, 0.15
Proportional Fair, 0.787769, 0.175
Proportional Fair, 0.825946, 0.2
Proportional Fair, 0.82781, 0.225
Proportional Fair, 1.00732, 0.25
Proportional Fair, 1.17591, 0.275
Proportional Fair, 1.22512, 0.3
Proportional Fair, 1.25303, 0.325
Proportional Fair, 1.25303, 0.35
Proportional Fair, 1.26183, 0.375
Proportional Fair, 1.26455, 0.4
Proportional Fair, 1.27278, 0.425
Proportional Fair, 1.27507, 0.45
Proportional Fair, 1.28112, 0.475
Proportional Fair, 1.28674, 0.5
Proportional Fair, 388835, 0.525
Proportional Fair, 390387, 0.55
Proportional Fair, 447220, 0.575
Proportional Fair, 645886, 0.6
Proportional Fair, 691025, 0.625
Proportional Fair, 691025, 0.65
Proportional Fair, 708992, 0.675
Proportional Fair, 734910, 0.7
Proportional Fair, 753368, 0.725
Proportional Fair, 921651, 0.75
Proportional Fair, 1.07438e+06, 0.775
Proportional Fair, 1.11568e+06, 0.8
Proportional Fair, 1.11994e+06, 0.825
Proportional Fair, 1.12213e+06, 0.85
Proportional Fair, 1.13319e+06, 0.875
Proportional Fair, 1.18141e+06, 0.9
Proportional Fair, 1.18141e+06, 0.925
Proportional Fair, 1.18375e+06, 0.95
Proportional Fair, 1.18609e+06, 0.975
Proportional Fair, 1.18609e+06, 1
Proportional Fair, 0.32401, 0.025
Proportional Fair, 0.711016, 0.05
Proportional Fair, 0.881009, 0.075
Proportional Fair, 0.899237, 0.1
Proportional Fair, 1.02328, 0.125
Proportional Fair, 1.12122, 0.15
Proportional Fair, 1.12343, 0.175
Proportional Fair, 1.13085, 0.2
Proportional Fair, 1.24897, 0.225
Proportional Fair, 1.25169, 0.25
Proportional Fair, 1.26183, 0.275
Proportional Fair, 1.26183, 0.3
Proportional Fair, 1.26183, 0.325
Proportional Fair, 1.26455, 0.35
Proportional Fair, 1.26728, 0.375
Proportional Fair, 1.26728, 0.4
Proportional Fair, 1.27673, 0.425
Proportional Fair, 1.27833, 0.45
Proportional Fair, 1.28112, 0.475
Proportional Fair, 1.2838, 0.5
Proportional Fair, 289325, 0.525
Proportional Fair, 643368, 0.55
Proportional Fair, 785478, 0.575
Proportional Fair, 800381, 0.6
Proportional Fair, 907250, 0.625
Proportional Fair, 1.02069e+06, 0.65
Proportional Fair, 1.02663e+06, 0.675
Proportional Fair, 1.03471e+06, 0.7
Proportional Fair, 1.13994e+06, 0.725
Proportional Fair, 1.15275e+06, 0.75
Proportional Fair, 1.16189e+06, 0.775
Proportional Fair, 1.16759e+06, 0.8
Proportional Fair, 1.17216e+06, 0.825
Proportional Fair, 1.17446e+06, 0.85
Proportional Fair, 1.17909e+06, 0.875
Proportional Fair, 1.18141e+06, 0.9
Proportional Fair, 1.18375e+06, 0.925
Proportional Fair, 1.18609e+06, 0.95
Proportional Fair, 1.18609e+06, 0.975
Proportional Fair, 1.18609e+06, 1
Round Robin, 0.454034, 0.025
Round Robin, 0.523206, 0.05
Round Robin, 0.6112, 0.075
Round Robin, 0.615938, 0.1
Round Robin, 0.615938, 0.125
Round Robin, 0.722327, 0.15
Round Robin, 0.746504, 0.175
Round Robin, 0.869138, 0.2
Round Robin, 0.99562, 0.225
Round Robin, 1.00732, 0.25
Round Robin, 1.02996, 0.275
Round Robin, 1.16168, 0.3
Round Robin, 1.16684, 0.325
Round Robin, 1.20368, 0.35
Round Robin, 1.24735, 0.375
Round Robin, 1.25374, 0.4
Round Robin, 1.25993, 0.425
Round Robin, 1.26455, 0.45
Round Robin, 1.26728, 0.475
Round Robin, 1.26931, 0.5
Round Robin, 285942, 0.525
Round Robin, 321034, 0.55
Round Robin, 322337, 0.575
Round Robin, 322337, 0.6
Round Robin, 393529, 0.625
Round Robin, 524226, 0.65
Round Robin, 656159, 0.675
Round Robin, 765495, 0.7
Round Robin, 893850, 0.725
Round Robin, 919826, 0.75
Round Robin, 929310, 0.775
Round Robin, 1.0388e+06, 0.8
Round Robin, 1.07648e+06, 0.825
Round Robin, 1.11568e+06, 0.85
Round Robin, 1.11994e+06, 0.875
Round Robin, 1.146e+06, 0.9
Round Robin, 1.16419e+06, 0.925
Round Robin, 1.17216e+06, 0.95
Round Robin, 1.17446e+06, 0.975
Round Robin, 1.17909e+06, 1
Round Robin, 0.613757, 0.025
Round Robin, 0.715053, 0.05
Round Robin, 0.753534, 0.075
Round Robin, 0.853477, 0.1
Round Robin, 0.873143, 0.125
Round Robin, 1.03736, 0.15
Round Robin, 1.04236, 0.175
Round Robin, 1.04236, 0.2
Round Robin, 1.09387, 0.225
Round Robin, 1.24956, 0.25
Round Robin, 1.25374, 0.275
Round Robin, 1.25374, 0.3
Round Robin, 1.25374, 0.325
Round Robin, 1.25717, 0.35
Round Robin, 1.25993, 0.375
Round Robin, 1.2627, 0.4
Round Robin, 1.2627, 0.425
Round Robin, 1.26931, 0.45
Round Robin, 1.27003, 0.475
Round Robin, 1.2838, 0.5
Round Robin, 266265, 0.525
Round Robin, 315302, 0.55
Round Robin, 519644, 0.575
Round Robin, 550200, 0.6
Round Robin, 558950, 0.625
Round Robin, 680461, 0.65
Round Robin, 776127, 0.675
Round Robin, 921651, 0.7
Round Robin, 1.0008e+06, 0.725
Round Robin, 1.13768e+06, 0.75
Round Robin, 1.13994e+06, 0.775
Round Robin, 1.14377e+06, 0.8
Round Robin, 1.15502e+06, 0.825
Round Robin, 1.16759e+06, 0.85
Round Robin, 1.16759e+06, 0.875
Round Robin, 1.16988e+06, 0.9
Round Robin, 1.17446e+06, 0.925
Round Robin, 1.17677e+06, 0.95
Round Robin, 1.17677e+06, 0.975
Round Robin, 1.17677e+06, 1
Round Robin, 0.598949, 0.025
Round Robin, 0.788645, 0.05
Round Robin, 0.873143, 0.075
Round Robin, 0.933969, 0.1
Round Robin, 0.958745, 0.125
Round Robin, 1.24088, 0.15
Round Robin, 1.24404, 0.175
Round Robin, 1.25107, 0.2
Round Robin, 1.25107, 0.225
Round Robin, 1.25169, 0.25
Round Robin, 1.25374, 0.275
Round Robin, 1.25374, 0.3
Round Robin, 1.25717, 0.325
Round Robin, 1.25993, 0.35
Round Robin, 1.2636, 0.375
Round Robin, 1.26455, 0.4
Round Robin, 1.26931, 0.425
Round Robin, 1.27108, 0.45
Round Robin, 1.27108, 0.475
Round Robin, 1.2739, 0.5
Round Robin, 463585, 0.525
Round Robin, 500398, 0.55
Round Robin, 545493, 0.575
Round Robin, 704763, 0.6
Round Robin, 857825, 0.625
Round Robin, 1.12874e+06, 0.65
Round Robin, 1.14377e+06, 0.675
Round Robin, 1.15049e+06, 0.7
Round Robin, 1.15049e+06, 0.725
Round Robin, 1.15275e+06, 0.75
Round Robin, 1.1573e+06, 0.775
Round Robin, 1.16419e+06, 0.8
Round Robin, 1.16419e+06, 0.825
Round Robin, 1.1665e+06, 0.85
Round Robin, 1.16759e+06, 0.875
Round Robin, 1.17216e+06, 0.9
Round Robin, 1.17677e+06, 0.925
Round Robin, 1.17677e+06, 0.95
Round Robin, 1.17677e+06, 0.975
Round Robin, 1.17677e+06, 1
Round Robin, 0.57077, 0.025
Round Robin, 0.591484, 0.05
Round Robin, 0.652325, 0.075
Round Robin, 0.687148, 0.1
Round Robin, 0.803846, 0.125
Round Robin, 0.859283, 0.15
Round Robin, 0.893078, 0.175
Round Robin, 0.948647, 0.2
Round Robin, 0.97792, 0.225
Round Robin, 0.985806, 0.25
Round Robin, 1.03262, 0.275
Round Robin, 1.06539, 0.3
Round Robin, 1.06539, 0.325
Round Robin, 1.10648, 0.35
Round Robin, 1.11622, 0.375
Round Robin, 1.25643, 0.4
Round Robin, 1.2627, 0.425
Round Robin, 1.27003, 0.45
Round Robin, 1.27003, 0.475
Round Robin, 1.31139, 0.5
Round Robin, 298146, 0.525
Round Robin, 303702, 0.55
Round Robin, 485079, 0.575
Round Robin, 508325, 0.6
Round Robin, 509333, 0.625
Round Robin, 583252, 0.65
Round Robin, 700585, 0.675
Round Robin, 726178, 0.7
Round Robin, 774590, 0.725
Round Robin, 791838, 0.75
Round Robin, 862871, 0.775
Round Robin, 919826, 0.8
Round Robin, 944032, 0.825
Round Robin, 945905, 0.85
Round Robin, 1.02069e+06, 0.875
Round Robin, 1.02462e+06, 0.9
Round Robin, 1.16883e+06, 0.925
Round Robin, 1.17446e+06, 0.95
Round Robin, 1.17446e+06, 0.975
Round Robin, 1.17677e+06, 1
Round Robin, 0.36672, 0.025
Round Robin, 0.653842, 0.05
Round Robin, 0.890818, 0.075
Round Robin, 0.893078, 0.1
Round Robin, 0.994977, 0.125
Round Robin, 1.00242, 0.15
Round Robin, 1.01867, 0.175
Round Robin, 1.14345, 0.2
Round Robin, 1.25374, 0.225
Round Robin, 1.25374, 0.25
Round Robin, 1.25374, 0.275
Round Robin, 1.25374, 0.3
Round Robin, 1.25717, 0.325
Round Robin, 1.25993, 0.35
Round Robin, 1.26548, 0.375
Round Robin, 1.26548, 0.4
Round Robin, 1.26645, 0.425
Round Robin, 1.26827, 0.45
Round Robin, 1.26827, 0.475
Round Robin, 1.2838, 0.5
Round Robin, 84303.4, 0.525
Round Robin, 459913, 0.55
Round Robin, 520698, 0.575
Round Robin, 577512, 0.6
Round Robin, 800381, 0.625
Round Robin, 899181, 0.65
Round Robin, 927170, 0.675
Round Robin, 1.04292e+06, 0.7
Round Robin, 1.1422e+06, 0.725
Round Robin, 1.1422e+06, 0.75
Round Robin, 1.14676e+06, 0.775
Round Robin, 1.15502e+06, 0.8
Round Robin, 1.17216e+06, 0.825
Round Robin, 1.17216e+06, 0.85
Round Robin, 1.17216e+06, 0.875
Round Robin, 1.17446e+06, 0.9
Round Robin, 1.17677e+06, 0.925
Round Robin, 1.17677e+06, 0.95
Round Robin, 1.17677e+06, 0.975
Round Robin, 1.17677e+06, 1
Max Throughput, 0.253493, 0.025
Max Throughput, 0.314168, 0.05
Max Throughput, 1.11374, 0.075
Max Throughput, 1.26183, 0.1
Max Throughput, 1.27003, 0.125
Max Throughput, 1.27278, 0.15
Max Throughput, 1.2739, 0.175
Max Throughput, 1.27555, 0.2
Max Throughput, 1.27833, 0.225
Max Throughput, 1.27833, 0.25
Max Throughput, 1.28087, 0.275
Max Throughput, 1.28392, 0.3
Max Throughput, 1.2853, 0.325
Max Throughput, 1.28818, 0.35
Max Throughput, 1.28956, 0.375
Max Throughput, 1.29107, 0.4
Max Throughput, 1.29398, 0.425
Max Throughput, 2.03733, 0.45
Max Throughput, 2.22255, 0.475
Max Throughput, -nan, 0.5
Max Throughput, 227306, 0.525
Max Throughput, 277818, 0.55
Max Throughput, 388063, 0.575
Max Throughput, 388063, 0.6
Max Throughput, 1.01867e+06, 0.625
Max Throughput, 1.14377e+06, 0.65
Max Throughput, 1.15049e+06, 0.675
Max Throughput, 1.15275e+06, 0.7
Max Throughput, 1.1573e+06, 0.725
Max Throughput, 1.16419e+06, 0.75
Max Throughput, 1.16759e+06, 0.775
Max Throughput, 1.17216e+06, 0.8
Max Throughput, 1.17446e+06, 0.825
Max Throughput, 1.17909e+06, 0.85
Max Throughput, 1.18141e+06, 0.875
Max Throughput, 1.18375e+06, 0.9
Max Throughput, 1.18609e+06, 0.925
Max Throughput, 1.18609e+06, 0.95
Max Throughput, -nan, 0.975
Max Throughput, 1.18375e+06, 1
Max Throughput, 0.500073, 0.025
Max Throughput, 0.706276, 0.05
Max Throughput, 1.24897, 0.075
Max Throughput, 1.25912, 0.1
Max Throughput, 1.26183, 0.125
Max Throughput, 1.26455, 0.15
Max Throughput, 1.27278, 0.175
Max Throughput, 1.27555, 0.2
Max Throughput, 1.27796, 0.225
Max Throughput, 1.27957, 0.25
Max Throughput, 1.28112, 0.275
Max Throughput, 1.28392, 0.3
Max Throughput, 1.2853, 0.325
Max Throughput, 1.28674, 0.35
Max Throughput, 1.28674, 0.375
Max Throughput, 1.29241, 0.4
Max Throughput, 1.29984, 0.425
Max Throughput, 1.31073, 0.45
Max Throughput, 2.03733, 0.475
Max Throughput, 271644, 0.5
Max Throughput, 394323, 0.525
Max Throughput, 394323, 0.55
Max Throughput, 446312, 0.575
Max Throughput, 643368, 0.6
Max Throughput, 1.13994e+06, 0.625
Max Throughput, 1.146e+06, 0.65
Max Throughput, 1.15502e+06, 0.675
Max Throughput, 1.16189e+06, 0.7
Max Throughput, 1.16419e+06, 0.725
Max Throughput, 1.16988e+06, 0.75
Max Throughput, 1.17446e+06, 0.775
Max Throughput, 1.17446e+06, 0.8
Max Throughput, 1.17909e+06, 0.825
Max Throughput, 1.18141e+06, 0.85
Max Throughput, 1.18141e+06, 0.875
Max Throughput, 1.18375e+06, 0.9
Max Throughput, 1.18375e+06, 0.925
Max Throughput, 1.18609e+06, 0.95
Max Throughput, 1.18609e+06, 0.975
Max Throughput, inf, 1
Max Throughput, 0.46457, 0.025
Max Throughput, 0.687063, 0.05
Max Throughput, 0.993372, 0.075
Max Throughput, 1.24897, 0.1
Max Throughput, 1.25169, 0.125
Max Throughput, 1.25912, 0.15
Max Throughput, 1.25912, 0.175
Max Throughput, 1.26183, 0.2
Max Throughput, 1.26455, 0.225
Max Throughput, 1.26455, 0.25
Max Throughput, 1.26827, 0.275
Max Throughput, 1.2739, 0.3
Max Throughput, 1.27555, 0.325
Max Throughput, 1.27833, 0.35
Max Throughput, 1.27833, 0.375
Max Throughput, 1.27957, 0.4
Max Throughput, 1.28243, 0.425
Max Throughput, 1.2853, 0.45
Max Throughput, 1.29241, 0.475
Max Throughput, 1.29984, 0.5
Max Throughput, 413137, 0.525
Max Throughput, 606349, 0.55
Max Throughput, 897397, 0.575
Max Throughput, 1.14824e+06, 0.6
Max Throughput, 1.15502e+06, 0.625
Max Throughput, 1.15502e+06, 0.65
Max Throughput, 1.15959e+06, 0.675
Max Throughput, 1.15959e+06, 0.7
Max Throughput, 1.16419e+06, 0.725
Max Throughput, 1.16988e+06, 0.75
Max Throughput, 1.16988e+06, 0.775
Max Throughput, 1.17446e+06, 0.8
Max Throughput, 1.17677e+06, 0.825
Max Throughput, 1.17909e+06, 0.85
Max Throughput, 1.18141e+06, 0.875
Max Throughput, 1.18375e+06, 0.9
Max Throughput, 1.18609e+06, 0.925
Max Throughput, 1.18609e+06, 0.95
Max Throughput, 1.18609e+06, 0.975
Max Throughput, 1.18609e+06, 1
Max Throughput, 1.09594, 0.025
Max Throughput, 1.25221, 0.05
Max Throughput, 1.26455, 0.075
Max Throughput, 1.27278, 0.1
Max Throughput, 1.27673, 0.125
Max Throughput, 1.28112, 0.15
Max Throughput, 1.2838, 0.175
Max Throughput, 1.28392, 0.2
Max Throughput, 1.28674, 0.225
Max Throughput, 1.28674, 0.25
Max Throughput, 1.28956, 0.275
Max Throughput, -nan, 0.3
Max Throughput, 1.28956, 0.325
Max Throughput, 1.29398, 0.35
Max Throughput, 1.29398, 0.375
Max Throughput, 1.29526, 0.4
Max Throughput, 2.03733, 0.425
Max Throughput, 2.22255, 0.45
Max Throughput, 230642, 0.475
Max Throughput, 235077, 0.5
Max Throughput, 388063, 0.525
Max Throughput, 436571, 0.55
Max Throughput, -nan, 0.575
Max Throughput, 976967, 0.6
Max Throughput, 1.04292e+06, 0.625
Max Throughput, 1.146e+06, 0.65
Max Throughput, 1.1573e+06, 0.675
Max Throughput, 1.16419e+06, 0.7
Max Throughput, 1.16419e+06, 0.725
Max Throughput, 1.17216e+06, 0.75
Max Throughput, 1.17446e+06, 0.775
Max Throughput, 1.17446e+06, 0.8
Max Throughput, 1.17677e+06, 0.825
Max Throughput, 1.18141e+06, 0.85
Max Throughput, 1.18141e+06, 0.875
Max Throughput, 1.18375e+06, 0.9
Max Throughput, 1.18609e+06, 0.925
Max Throughput, 1.18609e+06, 0.95
Max Throughput, inf, 0.975
Max Throughput, inf, 1
Max Throughput, 0.325973, 0.025
Max Throughput, 0.717301, 0.05
Max Throughput, 0.972364, 0.075
Max Throughput, 1.24897, 0.1
Max Throughput, 1.26183, 0.125
Max Throughput, 1.26183, 0.15
Max Throughput, 1.26455, 0.175
Max Throughput, 1.26728, 0.2
Max Throughput, 1.27003, 0.225
Max Throughput, 1.27278, 0.25
Max Throughput, 1.2739, 0.275
Max Throughput, 1.27833, 0.3
Max Throughput, 1.28112, 0.325
Max Throughput, 1.28112, 0.35
Max Throughput, 1.28243, 0.375
Max Throughput, 1.28243, 0.4
Max Throughput, 1.2838, 0.425
Max Throughput, 1.28392, 0.45
Max Throughput, 1.28956, 0.475
Max Throughput, 230642, 0.5
Max Throughput, 296939, 0.525
Max Throughput, 595083, 0.55
Max Throughput, 881653, 0.575
Max Throughput, 1.13994e+06, 0.6
Max Throughput, 1.14824e+06, 0.625
Max Throughput, 1.16189e+06, 0.65
Max Throughput, 1.16759e+06, 0.675
Max Throughput, 1.16988e+06, 0.7
Max Throughput, 1.17216e+06, 0.725
Max Throughput, 1.17446e+06, 0.75
Max Throughput, 1.17677e+06, 0.775
Max Throughput, 1.17909e+06, 0.8
Max Throughput, 1.17909e+06, 0.825
Max Throughput, 1.18141e+06, 0.85
Max Throughput, 1.18141e+06, 0.875
Max Throughput, 1.18375e+06, 0.9
Max Throughput, 1.18609e+06, 0.925
Max Throughput, 1.18609e+06, 0.95
Max Throughput, 1.18609e+06, 0.975
Max Throughput, inf, 1
BET, 0.758731, 0.025
BET, 0.782552, 0.05
BET, 0.791286, 0.075
BET, 0.794834, 0.1
BET, 0.79662, 0.125
BET, 0.932113, 0.15
BET, 0.957136, 0.175
BET, 0.987528, 0.2
BET, 0.988083, 0.225
BET, 1.00286, 0.25
BET, 1.0141, 0.275
BET, 1.01422, 0.3
BET, 1.01638, 0.325
BET, 1.0256, 0.35
BET, 1.07228, 0.375
BET, 1.24404, 0.4
BET, 1.24897, 0.425
BET, 1.25795, 0.45
BET, 1.26827, 0.475
BET, 1.28818, 0.5
BET, 681817, 0.525
BET, 714854, 0.55
BET, 716250, 0.575
BET, 719059, 0.6
BET, 723314, 0.625
BET, 864566, 0.65
BET, 867976, 0.675
BET, 881653, 0.7
BET, 909025, 0.725
BET, 914394, 0.75
BET, 921651, 0.775
BET, 925323, 0.8
BET, 931125, 0.825
BET, 955000, 0.85
BET, 984644, 0.875
BET, 1.13768e+06, 0.9
BET, 1.1422e+06, 0.925
BET, 1.15959e+06, 0.95
BET, 1.16419e+06, 0.975
BET, 1.16759e+06, 1
BET, 0.914721, 0.025
BET, 0.927714, 0.05
BET, 0.930087, 0.075
BET, 0.946733, 0.1
BET, 0.962941, 0.125
BET, 1.00732, 0.15
BET, 1.00932, 0.175
BET, 1.01183, 0.2
BET, 1.01422, 0.225
BET, 1.03864, 0.25
BET, 1.09909, 0.275
BET, 1.12343, 0.3
BET, 1.13838, 0.325
BET, 1.14165, 0.35
BET, 1.14165, 0.375
BET, 1.16015, 0.4
BET, 1.16168, 0.425
BET, 1.17693, 0.45
BET, 1.18043, 0.475
BET, 1.18043, 0.5
BET, 819755, 0.525
BET, 845534, 0.55
BET, 847208, 0.575
BET, 853972, 0.6
BET, 883375, 0.625
BET, 905481, 0.65
BET, 910808, 0.675
BET, 923483, 0.7
BET, 947785, 0.725
BET, 957301, 0.75
BET, 1.00866e+06, 0.775
BET, 1.01867e+06, 0.8
BET, 1.02069e+06, 0.825
BET, 1.02663e+06, 0.85
BET, 1.02863e+06, 0.875
BET, 1.0388e+06, 0.9
BET, 1.08283e+06, 0.925
BET, 1.08497e+06, 0.95
BET, 1.10472e+06, 0.975
BET, 1.11994e+06, 1
BET, 1.03455, 0.025
BET, 1.04319, 0.05
BET, 1.04856, 0.075
BET, 1.08417, 0.1
BET, 1.0919, 0.125
BET, 1.1847, 0.15
BET, 1.2306, 0.175
BET, 1.23312, 0.2
BET, 1.23312, 0.225
BET, 1.23583, 0.25
BET, 1.23583, 0.275
BET, 1.23821, 0.3
BET, 1.24129, 0.325
BET, 1.24357, 0.35
BET, 1.24626, 0.375
BET, 1.24626, 0.4
BET, 1.2627, 0.425
BET, 1.26728, 0.45
BET, 1.30278, 0.475
BET, 1.31772, 0.5
BET, 931125, 0.525
BET, 932947, 0.55
BET, 958745, 0.575
BET, 988529, 0.6
BET, 1.00866e+06, 0.625
BET, 1.09143e+06, 0.65
BET, 1.1179e+06, 0.675
BET, 1.13096e+06, 0.7
BET, 1.13768e+06, 0.725
BET, 1.13768e+06, 0.75
BET, 1.14448e+06, 0.775
BET, 1.14448e+06, 0.8
BET, 1.15502e+06, 0.825
BET, 1.1573e+06, 0.85
BET, 1.1573e+06, 0.875
BET, 1.15959e+06, 0.9
BET, 1.1665e+06, 0.925
BET, 1.16759e+06, 0.95
BET, 1.16759e+06, 0.975
BET, 1.17446e+06, 1
BET, 0.731814, 0.025
BET, 0.795981, 0.05
BET, 0.807753, 0.075
BET, 0.809352, 0.1
BET, 0.818697, 0.125
BET, 0.971444, 0.15
BET, 0.972364, 0.175
BET, 0.998428, 0.2
BET, 1.00732, 0.225
BET, 1.0141, 0.25
BET, 1.01422, 0.275
BET, 1.03455, 0.3
BET, 1.03638, 0.325
BET, 1.03686, 0.35
BET, 1.06065, 0.375
BET, 1.16672, 0.4
BET, 1.17538, 0.425
BET, 1.18808, 0.45
BET, 1.20867, 0.475
BET, 1.21163, 0.5
BET, 672440, 0.525
BET, 703365, 0.55
BET, 726178, 0.575
BET, 730518, 0.6
BET, 737867, 0.625
BET, 873143, 0.65
BET, 881653, 0.675
BET, 902770, 0.7
BET, 916197, 0.725
BET, 925323, 0.75
BET, 929024, 0.775
BET, 934776, 0.8
BET, 947785, 0.825
BET, 968238, 0.85
BET, 980791, 0.875
BET, 1.08283e+06, 0.9
BET, 1.08497e+06, 0.925
BET, 1.09611e+06, 0.95
BET, 1.11127e+06, 0.975
BET, 1.11347e+06, 1
BET, 0.676106, 0.025
BET, 0.741681, 0.05
BET, 0.743788, 0.075
BET, 0.745029, 0.1
BET, 0.774009, 0.125
BET, 1.20105, 0.15
BET, 1.21699, 0.175
BET, 1.21969, 0.2
BET, 1.2224, 0.225
BET, 1.22774, 0.25
BET, 1.23079, 0.275
BET, 1.24357, 0.3
BET, 1.24841, 0.325
BET, 1.25107, 0.35
BET, 1.25717, 0.375
BET, 1.25717, 0.4
BET, 1.26455, 0.425
BET, 1.26548, 0.45
BET, 1.28818, 0.475
BET, 1.29398, 0.5
BET, 619540, 0.525
BET, 655366, 0.55
BET, 669469, 0.575
BET, 671122, 0.6
BET, 720472, 0.625
BET, 1.1004e+06, 0.65
BET, 1.10472e+06, 0.675
BET, 1.10908e+06, 0.7
BET, 1.13096e+06, 0.725
BET, 1.1422e+06, 0.75
BET, 1.14824e+06, 0.775
BET, 1.15049e+06, 0.8
BET, 1.16419e+06, 0.825
BET, 1.16759e+06, 0.85
BET, 1.16759e+06, 0.875
BET, 1.16883e+06, 0.9
BET, 1.16988e+06, 0.925
BET, 1.16988e+06, 0.95
BET, 1.17216e+06, 0.975
BET, 1.17909e+06, 1
